auto	autoweb	model
1317	2	2010 CHEVROLET SILVERADO 3500HD TECH SPECS	2010 Chevrolet Silverado 3500HD LT 4x2 Standard Cab
1318	2	2010 CHEVROLET SILVERADO 3500HD TECH SPECS	2010 Chevrolet Silverado 3500HD LT 4x4 Extended Cab Dual Rear Wheel
1319	2	2010 CHEVROLET SILVERADO 3500HD TECH SPECS	2010 Chevrolet Silverado 3500HD LT 4x4 Standard Cab
1320	2	2010 CHEVROLET SILVERADO 3500HD TECH SPECS	2010 Chevrolet Silverado 3500HD LTZ 4x2 Crew Cab
1321	2	2010 CHEVROLET SILVERADO 3500HD TECH SPECS	2010 Chevrolet Silverado 3500HD LTZ 4x2 Extended Cab
1322	2	2010 CHEVROLET SILVERADO 3500HD TECH SPECS	2010 Chevrolet Silverado 3500HD LTZ 4x2 Extended Cab Dual Rear Wheel
1323	2	2010 CHEVROLET SILVERADO 3500HD TECH SPECS	2010 Chevrolet Silverado 3500HD LTZ 4x4 Crew Cab
1324	2	2010 CHEVROLET SILVERADO 3500HD TECH SPECS	2010 Chevrolet Silverado 3500HD LTZ 4x4 Extended Cab Dual Rear Wheel
1325	2	2010 CHEVROLET SILVERADO 3500HD TECH SPECS	2010 Chevrolet Silverado 3500HD Work Truck 4x2 Crew Cab
1326	2	2010 CHEVROLET SILVERADO 3500HD TECH SPECS	2010 Chevrolet Silverado 3500HD Work Truck 4x2 Crew Cab Dual Rear Wheel
1327	2	2010 CHEVROLET SILVERADO 3500HD TECH SPECS	2010 Chevrolet Silverado 3500HD Work Truck 4x2 Standard Cab
1328	2	2010 CHEVROLET SILVERADO 3500HD TECH SPECS	2010 Chevrolet Silverado 3500HD Work Truck 4x4 Extended Cab
1329	2	2010 CHEVROLET SILVERADO 3500HD TECH SPECS	2010 Chevrolet Silverado 3500HD Work Truck 4x4 Extended Cab Dual Rear Wheel
1330	2	2011 CHEVROLET SUBURBAN 1500 TECH SPECS	2011 Chevrolet Suburban 1500 LS 4x4
1331	2	2011 CHEVROLET SUBURBAN 1500 TECH SPECS	2011 Chevrolet Suburban 1500 LT1 4x2
1332	2	2011 CHEVROLET SUBURBAN 1500 TECH SPECS	2011 Chevrolet Suburban 1500 LTZ 4x2
1333	2	2010 CHEVROLET SUBURBAN 1500 TECH SPECS	2010 Chevrolet Suburban 1500 LS 4x2
1334	2	2010 CHEVROLET SUBURBAN 1500 TECH SPECS	2010 Chevrolet Suburban 1500 LTZ 4x2
1335	2	2010 CHEVROLET SUBURBAN 1500 TECH SPECS	2010 Chevrolet Suburban 1500 LTZ 4x4
1336	2	2011 CHEVROLET SUBURBAN 2500 TECH SPECS	2011 Chevrolet Suburban 2500 LS 4x2
1337	2	2011 CHEVROLET SUBURBAN 2500 TECH SPECS	2011 Chevrolet Suburban 2500 LS 4x4
1338	2	2011 CHEVROLET SUBURBAN 2500 TECH SPECS	2011 Chevrolet Suburban 2500 LT1 4x2
1339	2	2010 CHEVROLET SUBURBAN 2500 TECH SPECS	2010 Chevrolet Suburban 2500 LS 4x2
1340	2	2010 CHEVROLET SUBURBAN 2500 TECH SPECS	2010 Chevrolet Suburban 2500 LS 4x4
1341	2	2011 CHEVROLET TAHOE TECH SPECS	2011 Chevrolet Tahoe LT1 4x4
1342	2	2010 CHEVROLET TAHOE TECH SPECS	2010 Chevrolet Tahoe LS 4x2
1343	2	2010 CHEVROLET TAHOE TECH SPECS	2010 Chevrolet Tahoe LS 4x4
1344	2	2010 CHEVROLET TAHOE HYBRID TECH SPECS	2010 Chevrolet Tahoe Hybrid 4x4
1345	2	2011 CHEVROLET TRAVERSE TECH SPECS	2011 Chevrolet Traverse 1LT AWD
1346	2	2011 CHEVROLET TRAVERSE TECH SPECS	2011 Chevrolet Traverse 2LT AWD
1347	2	2011 CHEVROLET TRAVERSE TECH SPECS	2011 Chevrolet Traverse LS AWD
1348	2	2011 CHEVROLET TRAVERSE TECH SPECS	2011 Chevrolet Traverse LTZ FWD
1349	2	2010 CHEVROLET TRAVERSE TECH SPECS	2010 Chevrolet Traverse 1LT FWD
1350	2	2010 CHEVROLET TRAVERSE TECH SPECS	2010 Chevrolet Traverse 2LT AWD
1351	2	2010 CHEVROLET TRAVERSE TECH SPECS	2010 Chevrolet Traverse 2LT FWD
1352	2	2010 CHEVROLET TRAVERSE TECH SPECS	2010 Chevrolet Traverse LS AWD
1353	2	2010 CHEVROLET TRAVERSE TECH SPECS	2010 Chevrolet Traverse LTZ AWD
1354	2	2010 CHEVROLET TRAVERSE TECH SPECS	2010 Chevrolet Traverse LTZ FWD
1355	2	2011 JAGUAR XF TECH SPECS	2011 Jaguar XF Premium
1356	2	2011 JAGUAR XF TECH SPECS	2011 Jaguar XF Supercharged
1357	2	2010 JAGUAR XF TECH SPECS	2010 Jaguar XF Base
1358	2	2011 JAGUAR XJ TECH SPECS	2011 Jaguar XJ Supersport
1359	2	2011 JAGUAR XJ TECH SPECS	2011 Jaguar XJ XJL
1360	2	2011 JAGUAR XJ TECH SPECS	2011 Jaguar XJ XJL Supercharged
1361	2	2010 JAGUAR XJ TECH SPECS	2010 Jaguar XJ Supersport
1362	2	2010 JAGUAR XJ TECH SPECS	2010 Jaguar XJ XJL Supercharged
1363	2	2010 JAGUAR XJ TECH SPECS	2010 Jaguar XJ XJL Supersport
1364	2	2011 JAGUAR XK TECH SPECS	2011 Jaguar XK XKR (A6) Coupe
1365	2	2010 JAGUAR XK TECH SPECS	2010 Jaguar XK Base Convertible
1366	2	2010 JAGUAR XK TECH SPECS	2010 Jaguar XK XKR Convertible
1367	2	2010 JAGUAR XK TECH SPECS	2010 Jaguar XK XKR Coupe
1368	2	2011 MAYBACH 57 TECH SPECS	2011 Maybach 57 S
1369	2	2010 MAYBACH 57 TECH SPECS	2010 Maybach 57 Base
1370	2	2011 MAYBACH 62 TECH SPECS	2011 Maybach 62 Base
1371	2	2011 MAYBACH 62 TECH SPECS	2011 Maybach 62 S
1372	2	2010 MAYBACH 62 TECH SPECS	2010 Maybach 62 Base
1373	2	2010 MAYBACH 62 TECH SPECS	2010 Maybach 62 S
1374	2	2010 MAYBACH 62 TECH SPECS	2010 Maybach 62 Zeppelin
1375	2	2011 SAAB 9-3 TECH SPECS	2011 Saab 9-3 Aero AWD Sedan w/1SC
1376	2	2011 SAAB 9-3 TECH SPECS	2011 Saab 9-3 Aero FWD Convertible w/1SE
1377	2	2011 SAAB 9-3 TECH SPECS	2011 Saab 9-3 Aero FWD Sedan w/1SB
1378	2	2011 SAAB 9-3 TECH SPECS	2011 Saab 9-3 Base AWD Sedan w/1SE
1379	2	2011 SAAB 9-3 TECH SPECS	2011 Saab 9-3 Base FWD Sedan w/1SA
1380	2	2010 SAAB 9-3 TECH SPECS	2010 Saab 9-3 Aero FWD Convertible w/1SE
1381	2	2010 SAAB 9-3 TECH SPECS	2010 Saab 9-3 Aero FWD Sedan w/1SB
1382	2	2010 SAAB 9-3 TECH SPECS	2010 Saab 9-3 Base AWD Sedan w/1SE
1383	2	2010 SAAB 9-3 TECH SPECS	2010 Saab 9-3 Base FWD Convertible w/1SA
1384	2	2010 SAAB 9-3 TECH SPECS	2010 Saab 9-3 Base FWD Station Wagon w/1SA
1385	2	2011 SAAB 9-5 TECH SPECS	2011 Saab 9-5 Aero AWD
1386	2	2011 CHRYSLER 200 TECH SPECS	2011 Chrysler 200 Limited Convertible
1387	2	2011 CHRYSLER 200 TECH SPECS	2011 Chrysler 200 LX Sedan
1388	2	2011 CHRYSLER 200 TECH SPECS	2011 Chrysler 200 Touring Sedan
1389	2	2010 CHRYSLER 300 TECH SPECS	2010 Chrysler 300 Limited AWD
1390	2	2010 CHRYSLER 300 TECH SPECS	2010 Chrysler 300 Touring Plus RWD
1391	2	2010 CHRYSLER 300 TECH SPECS	2010 Chrysler 300 Touring RWD
1392	2	2010 CHRYSLER 300 TECH SPECS	2010 Chrysler 300 Touring/Signature Series/Executive Series RWD
1393	2	2011 CHRYSLER 300C TECH SPECS	2011 Chrysler 300C AWD
1394	2	2010 CHRYSLER 300C TECH SPECS	2010 Chrysler 300C 300S V8 RWD
1395	2	2010 CHRYSLER 300C TECH SPECS	2010 Chrysler 300C SRT8 RWD
1396	2	2010 CHRYSLER SEBRING TECH SPECS	2010 Chrysler Sebring Limited Convertible
1397	2	2010 CHRYSLER SEBRING TECH SPECS	2010 Chrysler Sebring LX Convertible
1398	2	2010 CHRYSLER SEBRING TECH SPECS	2010 Chrysler Sebring Touring Sedan
1399	2	2011 CHRYSLER TOWN AND COUNTRY TECH SPECS	2011 Chrysler Town and Country Base
1400	2	2011 CHRYSLER TOWN AND COUNTRY TECH SPECS	2011 Chrysler Town and Country Touring
1401	2	2010 CHRYSLER TOWN AND COUNTRY TECH SPECS	2010 Chrysler Town and Country Limited
1402	2	2010 CHRYSLER TOWN AND COUNTRY TECH SPECS	2010 Chrysler Town and Country LX
1403	2	2010 CHRYSLER TOWN AND COUNTRY TECH SPECS	2010 Chrysler Town and Country Touring
1404	2	2010 SMART FORTWO TECH SPECS	2010 Smart fortwo BRABUS Convertible
1405	2	2010 SMART FORTWO TECH SPECS	2010 Smart fortwo BRABUS Coupe
1406	2	2010 SMART FORTWO TECH SPECS	2010 Smart fortwo passion Convertible
1407	2	2010 SMART FORTWO TECH SPECS	2010 Smart fortwo pure Coupe
1408	2	2010 JEEP COMMANDER TECH SPECS	2010 Jeep Commander Limited 4x2
1409	2	2010 JEEP COMMANDER TECH SPECS	2010 Jeep Commander Sport 4x2
1410	2	2010 JEEP COMMANDER TECH SPECS	2010 Jeep Commander Sport 4x4
1411	2	2011 JEEP COMPASS TECH SPECS	2011 Jeep Compass Limited 4x4
1412	2	2011 JEEP COMPASS TECH SPECS	2011 Jeep Compass Limited FWD
1413	2	2011 JEEP COMPASS TECH SPECS	2011 Jeep Compass Sport 4x4
1414	2	2011 JEEP COMPASS TECH SPECS	2011 Jeep Compass Sport FWD
1415	2	2010 JEEP COMPASS TECH SPECS	2010 Jeep Compass Sport FWD
1416	2	2010 JEEP COMPASS TECH SPECS	2010 Jeep Compass Sport FWD Original Model Code
1417	2	2011 JEEP GRAND CHEROKEE TECH SPECS	2011 Jeep Grand Cherokee Limited 4x2
1418	2	2011 JEEP GRAND CHEROKEE TECH SPECS	2011 Jeep Grand Cherokee Limited 4x4
1419	2	2011 JEEP GRAND CHEROKEE TECH SPECS	2011 Jeep Grand Cherokee Overland 4x4
1420	2	2010 JEEP GRAND CHEROKEE TECH SPECS	2010 Jeep Grand Cherokee Laredo 4x2
1421	2	2010 JEEP GRAND CHEROKEE TECH SPECS	2010 Jeep Grand Cherokee Laredo 4x4
1422	2	2010 JEEP GRAND CHEROKEE TECH SPECS	2010 Jeep Grand Cherokee Limited 4x2
1423	2	2010 JEEP GRAND CHEROKEE TECH SPECS	2010 Jeep Grand Cherokee SRT8 4x4
1424	2	2011 JEEP LIBERTY TECH SPECS	2011 Jeep Liberty Renegade 4x4
1425	2	2011 JEEP LIBERTY TECH SPECS	2011 Jeep Liberty Sport 4x2
1426	2	2010 JEEP LIBERTY TECH SPECS	2010 Jeep Liberty Limited 4x4
1427	2	2010 JEEP LIBERTY TECH SPECS	2010 Jeep Liberty Sport 4x4
1428	2	2011 JEEP PATRIOT TECH SPECS	2011 Jeep Patriot Latitude X 4x4
1429	2	2010 JEEP PATRIOT TECH SPECS	2010 Jeep Patriot Limited 4x4
1430	2	2010 JEEP PATRIOT TECH SPECS	2010 Jeep Patriot Sport 4x4
1431	2	2010 JEEP PATRIOT TECH SPECS	2010 Jeep Patriot Sport FWD Original Model Code
1432	2	2011 JEEP WRANGLER TECH SPECS	2011 Jeep Wrangler Rubicon
1433	2	2010 JEEP WRANGLER TECH SPECS	2010 Jeep Wrangler Sport
1434	2	2011 JEEP WRANGLER UNLIMITED TECH SPECS	2011 Jeep Wrangler Unlimited Rubicon
1435	2	2011 JEEP WRANGLER UNLIMITED TECH SPECS	2011 Jeep Wrangler Unlimited Sport
1436	2	2011 JEEP WRANGLER UNLIMITED TECH SPECS	2011 Jeep Wrangler Unlimited Sport RHD
1437	2	2010 JEEP WRANGLER UNLIMITED TECH SPECS	2010 Jeep Wrangler Unlimited Sahara 4x2
1438	2	2010 JEEP WRANGLER UNLIMITED TECH SPECS	2010 Jeep Wrangler Unlimited Sport 4x2
1439	2	2010 JEEP WRANGLER UNLIMITED TECH SPECS	2010 Jeep Wrangler Unlimited Sport RHD 4x4
1440	2	2011 MAZDA CX-7 TECH SPECS	2011 Mazda CX-7 i Sport (A5) FWD
1441	2	2011 MAZDA CX-7 TECH SPECS	2011 Mazda CX-7 i SV (A5) FWD
1442	2	2011 MAZDA CX-7 TECH SPECS	2011 Mazda CX-7 s Grand Touring (A6) FWD
1443	2	2010 MAZDA CX-7 TECH SPECS	2010 Mazda CX-7 AWD
1444	2	2010 MAZDA CX-7 TECH SPECS	2010 Mazda CX-7 i Sport (A5) FWD
1445	2	2010 MAZDA CX-7 TECH SPECS	2010 Mazda CX-7 s Grand Touring (A6) FWD
1446	2	2010 MAZDA CX-7 TECH SPECS	2010 Mazda CX-7 s Touring (A6) FWD
1447	2	2011 MAZDA CX-9 TECH SPECS	2011 Mazda CX-9 Grand Touring FWD
1448	2	2011 MAZDA CX-9 TECH SPECS	2011 Mazda CX-9 Sport AWD
1449	2	2011 MAZDA CX-9 TECH SPECS	2011 Mazda CX-9 Touring AWD
1450	2	2011 MAZDA CX-9 TECH SPECS	2011 Mazda CX-9 Touring FWD
1451	2	2010 MAZDA CX-9 TECH SPECS	2010 Mazda CX-9 Grand Touring AWD
1452	2	2010 MAZDA CX-9 TECH SPECS	2010 Mazda CX-9 Grand Touring FWD
1453	2	2010 MAZDA CX-9 TECH SPECS	2010 Mazda CX-9 Sport AWD
1454	2	2010 MAZDA CX-9 TECH SPECS	2010 Mazda CX-9 Touring AWD
1455	2	2010 MAZDA CX-9 TECH SPECS	2010 Mazda CX-9 Touring FWD
1456	2	2011 MAZDA MAZDA2 TECH SPECS	2011 Mazda Mazda2 Sport (M5)
1457	2	2011 MAZDA MAZDA2 TECH SPECS	2011 Mazda Mazda2 Touring (M5)
1458	2	2011 MAZDA MAZDA3 TECH SPECS	2011 Mazda Mazda3 Grand Touring (A5) Hatchback
1459	2	2011 MAZDA MAZDA3 TECH SPECS	2011 Mazda Mazda3 Grand Touring (M6) Hatchback
1460	2	2011 MAZDA MAZDA3 TECH SPECS	2011 Mazda Mazda3 i Sport (M5) Sedan
1461	2	2011 MAZDA MAZDA3 TECH SPECS	2011 Mazda Mazda3 i Touring (M5) Sedan
1462	2	2011 MAZDA MAZDA3 TECH SPECS	2011 Mazda Mazda3 s Grand Touring (M6) Sedan
1463	2	2010 MAZDA MAZDA3 TECH SPECS	2010 Mazda MAZDA3 Grand Touring (A5) Hatchback
1464	2	2010 MAZDA MAZDA3 TECH SPECS	2010 Mazda MAZDA3 Grand Touring (M6) Hatchback
1465	2	2010 MAZDA MAZDA3 TECH SPECS	2010 Mazda MAZDA3 i Sport (A5) Sedan
1466	2	2010 MAZDA MAZDA3 TECH SPECS	2010 Mazda MAZDA3 i Sport (M5) Sedan
1467	2	2010 MAZDA MAZDA3 TECH SPECS	2010 Mazda MAZDA3 i Touring (A5) Sedan
1468	2	2010 MAZDA MAZDA3 TECH SPECS	2010 Mazda MAZDA3 i Touring (M5) Sedan
1469	2	2010 MAZDA MAZDA3 TECH SPECS	2010 Mazda MAZDA3 s Grand Touring (M6) Sedan
1470	2	2010 MAZDA MAZDA3 TECH SPECS	2010 Mazda MAZDA3 s Sport (M6) Sedan
1471	2	2010 MAZDA MAZDA3 TECH SPECS	2010 Mazda MAZDA3 Sport (M6) Hatchback
1472	2	2012 MAZDA MAZDA5 TECH SPECS	2012 Mazda Mazda5 Grand Touring (A5)
1473	2	2012 MAZDA MAZDA5 TECH SPECS	2012 Mazda Mazda5 Sport (A5)
1474	2	2012 MAZDA MAZDA5 TECH SPECS	2012 Mazda Mazda5 Sport (M6)
1475	2	2012 MAZDA MAZDA5 TECH SPECS	2012 Mazda Mazda5 Touring (A5)
1476	2	2010 MAZDA MAZDA5 TECH SPECS	2010 Mazda Mazda5 Grand Touring (A5)
1477	2	2010 MAZDA MAZDA5 TECH SPECS	2010 Mazda Mazda5 Sport (M5)
1478	2	2010 MAZDA MAZDA5 TECH SPECS	2010 Mazda Mazda5 Touring (A5)
1479	2	2011 MAZDA MAZDA6 TECH SPECS	2011 Mazda Mazda6 i Sport (M6)
1480	2	2011 MAZDA MAZDA6 TECH SPECS	2011 Mazda Mazda6 i Touring (A5)
1481	2	2010 MAZDA MAZDA6 TECH SPECS	2010 Mazda MAZDA6 i Grand Touring (A5)
1482	2	2010 MAZDA MAZDA6 TECH SPECS	2010 Mazda MAZDA6 i Touring (M6)
1483	2	2010 MAZDA MAZDA6 TECH SPECS	2010 Mazda MAZDA6 i Touring Plus (A5)
1484	2	2010 MAZDA MAZDA6 TECH SPECS	2010 Mazda MAZDA6 s Grand Touring (A6)
1485	2	2011 MAZDA MX-5 MIATA TECH SPECS	2011 Mazda MX-5 Miata Grand Touring (M6) Power Retractable Hard Top
1486	2	2011 MAZDA MX-5 MIATA TECH SPECS	2011 Mazda MX-5 Miata Sport (M5) Convertible
1487	2	2011 MAZDA MX-5 MIATA TECH SPECS	2011 Mazda MX-5 Miata Touring (A6) Power Retractable Hard Top
1488	2	2011 MAZDA MX-5 MIATA TECH SPECS	2011 Mazda MX-5 Miata Touring (M6) Power Retractable Hard Top
1489	2	2010 MAZDA MX-5 MIATA TECH SPECS	2010 Mazda MX-5 MIATA Grand Touring (A6) Convertible
1490	2	2010 MAZDA MX-5 MIATA TECH SPECS	2010 Mazda MX-5 MIATA Grand Touring (M6) Convertible
1491	2	2010 MAZDA MX-5 MIATA TECH SPECS	2010 Mazda MX-5 MIATA Grand Touring (M6) Power Retractable Hard Top
1492	2	2010 MAZDA MX-5 MIATA TECH SPECS	2010 Mazda MX-5 MIATA Sport (A6) Convertible
1493	2	2010 MAZDA MX-5 MIATA TECH SPECS	2010 Mazda MX-5 MIATA Touring (A6) Power Retractable Hard Top
1494	2	2010 MAZDA MX-5 MIATA TECH SPECS	2010 Mazda MX-5 MIATA Touring (M6) Power Retractable Hard Top
1495	2	2011 MAZDA RX-8 TECH SPECS	2011 Mazda RX-8 R3 (M6)
1496	2	2011 MAZDA RX-8 TECH SPECS	2011 Mazda RX-8 Sport (M6)
1497	2	2010 MAZDA RX-8 TECH SPECS	2010 Mazda RX-8 Grand Touring (A6)
1498	2	2010 MAZDA RX-8 TECH SPECS	2010 Mazda RX-8 Sport (A6)
1499	2	2011 MAZDA TRIBUTE TECH SPECS	2011 Mazda Tribute i Grand Touring 4x4
1500	2	2011 MAZDA TRIBUTE TECH SPECS	2011 Mazda Tribute i Sport (A6) FWD
1501	2	2011 MAZDA TRIBUTE TECH SPECS	2011 Mazda Tribute i Sport (M5) FWD
1502	2	2011 MAZDA TRIBUTE TECH SPECS	2011 Mazda Tribute i Sport 4x4
1503	2	2011 MAZDA TRIBUTE TECH SPECS	2011 Mazda Tribute i Touring (A6) FWD
1504	2	2011 MAZDA TRIBUTE TECH SPECS	2011 Mazda Tribute i Touring 4x4
1505	2	2011 MAZDA TRIBUTE TECH SPECS	2011 Mazda Tribute s Grand Touring (A6) FWD
1506	2	2011 MAZDA TRIBUTE TECH SPECS	2011 Mazda Tribute s Grand Touring 4x4
1507	2	2010 MAZDA TRIBUTE TECH SPECS	2010 Mazda Tribute i Grand Touring (A6) FWD
1508	2	2010 MAZDA TRIBUTE TECH SPECS	2010 Mazda Tribute i Sport 4x4
1509	2	2010 MAZDA TRIBUTE HYBRID TECH SPECS	2010 Mazda Tribute Hybrid FWD
1510	2	2010 MAZDA TRIBUTE HYBRID TECH SPECS	2010 Mazda Tribute Hybrid Grand 4x4
1511	2	2010 SCION TC TECH SPECS	2010 Scion tC Release Series 6.0 (M5)
1512	2	2011 SCION XB TECH SPECS	2011 Scion xB Base
1513	2	2010 SCION XB TECH SPECS	2010 Scion xB Base
1514	2	2011 SCION XD TECH SPECS	2011 Scion xD Base (A4)
1515	2	2011 SCION XD TECH SPECS	2011 Scion xD Base (M5)
1516	2	2011 SCION XD TECH SPECS	2011 Scion xD Release Series 3.0 (M5)
1517	2	2010 SCION XD TECH SPECS	2010 Scion xD Base
1518	2	2011 ASTON MARTIN DBS TECH SPECS	2011 Aston Martin DBS Base Coupe
1519	2	2011 ASTON MARTIN DBS TECH SPECS	2011 Aston Martin DBS Convertible
1520	2	2011 ASTON MARTIN V12 VANTAGE TECH SPECS	2011 Aston Martin V12 Vantage Base
1521	2	2011 ASTON MARTIN V12 VANTAGE TECH SPECS	2011 Aston Martin V12 Vantage Carbon Black
1522	2	2011 ASTON MARTIN V8 VANTAGE TECH SPECS	2011 Aston Martin V8 Vantage Coupe
1523	2	2010 ASTON MARTIN V8 VANTAGE TECH SPECS	2010 Aston Martin V8 Vantage Convertible
1524	2	2010 ASTON MARTIN V8 VANTAGE TECH SPECS	2010 Aston Martin V8 Vantage Coupe
1525	2	2010 FERRARI 599 GTB FIORANO TECH SPECS	2010 Ferrari 599 GTB Fiorano Base
1526	2	2009 FERRARI 612 SCAGLIETTI TECH SPECS	2009 Ferrari 612 Scaglietti Base
1527	2	2011 LAMBORGHINI GALLARDO TECH SPECS	2011 Lamborghini Gallardo LP560-4 AWD Coupe
1528	2	2011 LAMBORGHINI GALLARDO TECH SPECS	2011 Lamborghini Gallardo LP570-4 Superleggara AWD Coupe
1529	2	2011 LAMBORGHINI GALLARDO TECH SPECS	2011 Lamborghini Gallardo RWD Coupe
1530	2	2011 LAMBORGHINI GALLARDO TECH SPECS	2011 Lamborghini Gallardo Valentino Balboni RWD Coupe
1531	2	2010 LAMBORGHINI GALLARDO TECH SPECS	2010 Lamborghini Gallardo AWD Convertible
1532	2	2010 LAMBORGHINI GALLARDO TECH SPECS	2010 Lamborghini Gallardo AWD Coupe
1533	2	2010 LAMBORGHINI MURCIELAGO TECH SPECS	2010 Lamborghini Murcielago Convertible
1534	2	2011 MERCURY MARINER TECH SPECS	2011 Mercury Mariner Premier 4x4
1535	2	2011 MERCURY MARINER TECH SPECS	2011 Mercury Mariner Premier FWD
1536	2	2010 MERCURY MARINER TECH SPECS	2010 Mercury Mariner Base FWD
1537	2	2010 MERCURY MARINER TECH SPECS	2010 Mercury Mariner Premier 4x4
1538	2	2011 MERCURY MARINER HYBRID TECH SPECS	2011 Mercury Mariner Hybrid 4x4
1539	2	2010 MERCURY MARINER HYBRID TECH SPECS	2010 Mercury Mariner Hybrid 4x4
1540	2	2011 MERCURY MILAN TECH SPECS	2011 Mercury Milan Premier FWD
1541	2	2010 MERCURY MILAN TECH SPECS	2010 Mercury Milan AWD
1542	2	2010 MERCURY MILAN HYBRID TECH SPECS	2010 Mercury Milan Hybrid Base
1543	2	2010 MERCURY MOUNTAINEER TECH SPECS	2010 Mercury Mountaineer Premier 4x2
1544	2	2011 SUBARU FORESTER TECH SPECS	2011 Subaru Forester X Premium (A4)
1545	2	2011 SUBARU FORESTER TECH SPECS	2011 Subaru Forester XT Touring (A4)
1546	2	2010 SUBARU FORESTER TECH SPECS	2010 Subaru Forester X (M5)
1547	2	2010 SUBARU FORESTER TECH SPECS	2010 Subaru Forester X Premium (A4)
1548	2	2010 SUBARU FORESTER TECH SPECS	2010 Subaru Forester X Premium (M5)
1549	2	2011 SUBARU IMPREZA TECH SPECS	2011 Subaru Impreza 2.5 i (A4) Hatchback
1550	2	2011 SUBARU IMPREZA TECH SPECS	2011 Subaru Impreza 2.5 i (A4) Sedan
1551	2	2011 SUBARU IMPREZA TECH SPECS	2011 Subaru Impreza 2.5 i (M5) Hatchback
1552	2	2011 SUBARU IMPREZA TECH SPECS	2011 Subaru Impreza 2.5 i Premium (A4) Hatchback
1553	2	2011 SUBARU IMPREZA TECH SPECS	2011 Subaru Impreza 2.5 i Premium (M5) Hatchback
1554	2	2011 SUBARU IMPREZA TECH SPECS	2011 Subaru Impreza WRX Limited (M5) Sedan
1555	2	2010 SUBARU IMPREZA TECH SPECS	2010 Subaru Impreza 2.5 GT (A4) Hatchback
1556	2	2010 SUBARU IMPREZA TECH SPECS	2010 Subaru Impreza 2.5 GT (A4) Sedan
1557	2	2010 SUBARU IMPREZA TECH SPECS	2010 Subaru Impreza 2.5 i (A4) Sedan
1558	2	2010 SUBARU IMPREZA TECH SPECS	2010 Subaru Impreza 2.5 i (M5) Sedan
1559	2	2010 SUBARU IMPREZA TECH SPECS	2010 Subaru Impreza 2.5 i Premium (A4) Sedan
1560	2	2010 SUBARU IMPREZA TECH SPECS	2010 Subaru Impreza 2.5 i Premium (M5) Hatchback
1561	2	2010 SUBARU IMPREZA TECH SPECS	2010 Subaru Impreza WRX Premium (M5) Hatchback
1562	2	2010 SUBARU IMPREZA TECH SPECS	2010 Subaru Impreza WRX Premium (M5) Sedan
1563	2	2010 SUBARU IMPREZA OUTBACK SPORT TECH SPECS	2010 Subaru Impreza Outback Sport (M5)
1564	2	2011 SUBARU IMPREZA WRX STI TECH SPECS	2011 Subaru Impreza WRX STi Hatchback
1565	2	2010 SUBARU IMPREZA WRX STI TECH SPECS	2010 Subaru Impreza WRX STi Special Edition
1566	2	2011 SUBARU LEGACY TECH SPECS	2011 Subaru Legacy 2.5 GT Limited (M6)
1567	2	2011 SUBARU LEGACY TECH SPECS	2011 Subaru Legacy 2.5 i Premium (CVT)
1568	2	2011 SUBARU LEGACY TECH SPECS	2011 Subaru Legacy 3.6 R Premium (A5)
1569	2	2010 SUBARU LEGACY TECH SPECS	2010 Subaru Legacy 2.5 GT Premium (M6)
1570	2	2010 SUBARU LEGACY TECH SPECS	2010 Subaru Legacy 2.5 i (CVT)
1571	2	2010 SUBARU LEGACY TECH SPECS	2010 Subaru Legacy 2.5 i (M6)
1572	2	2010 SUBARU LEGACY TECH SPECS	2010 Subaru Legacy 2.5 i Limited (CVT)
1573	2	2010 SUBARU LEGACY TECH SPECS	2010 Subaru Legacy 3.6 R Limited (A5)
1574	2	2010 SUBARU LEGACY TECH SPECS	2010 Subaru Legacy 3.6 R Premium (A5)
1575	2	2011 SUBARU OUTBACK TECH SPECS	2011 Subaru Outback 2.5 i (CVT)
1576	2	2011 SUBARU OUTBACK TECH SPECS	2011 Subaru Outback 2.5 i (M6)
1577	2	2011 SUBARU OUTBACK TECH SPECS	2011 Subaru Outback 2.5 i Limited (CVT)
1578	2	2011 SUBARU OUTBACK TECH SPECS	2011 Subaru Outback 2.5 i Premium (CVT)
1579	2	2011 SUBARU OUTBACK TECH SPECS	2011 Subaru Outback 2.5 i Premium (M6)
1580	2	2010 SUBARU OUTBACK TECH SPECS	2010 Subaru Outback 2.5 i (CVT)
1581	2	2010 SUBARU OUTBACK TECH SPECS	2010 Subaru Outback 2.5 i Limited (CVT)
1582	2	2010 SUBARU OUTBACK TECH SPECS	2010 Subaru Outback 3.6 R Premium (A5)
1583	2	2011 SUBARU TRIBECA TECH SPECS	2011 Subaru Tribeca Limited
1584	2	2011 SUBARU TRIBECA TECH SPECS	2011 Subaru Tribeca Premium
1585	2	2010 SUBARU TRIBECA TECH SPECS	2010 Subaru Tribeca Premium
1586	2	2011 ACURA MDX TECH SPECS	2011 Acura MDX Advance Pkg w/Entertainment Pkg
1587	2	2010 ACURA MDX TECH SPECS	2010 Acura MDX Base
1588	2	2010 ACURA MDX TECH SPECS	2010 Acura MDX Technology Pkg w/Entertainment Pkg
1589	2	2010 ACURA RDX TECH SPECS	2010 Acura RDX AWD
1590	2	2010 ACURA RDX TECH SPECS	2010 Acura RDX w/Technology Package AWD
1591	2	2010 ACURA RDX TECH SPECS	2010 Acura RDX w/Technology Package FWD
